,No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Alamat SPPG,Nama SPPG
16551,15047.0, JAWA BARAT , KUNINGAN , CIGUGUR , CIGADUNG ," Lingkungan Gibug RT 032/RW 07, Kelurahan Cigadung, Kecamatan Cigugur, Kabupaten Kuningan, Jawa Barat ", SPPG Kuningan Cigugur Cigadung 1 
16552,15048.0, JAWA BARAT , KARAWANG , BATUJAYA , SEGARAN ," Dusun Segaran Rt. 006 Rw. 002, Segaran, Kec. Batujaya, Kab. Karawang, Jawa Barat ", SPPG Karawang Batujaya Segaran 2 
16553,15049.0, JAWA BARAT , BOGOR , BOJONG GEDE , RAWAPANJANG ," Jl. Merpati I, Rawapanjang, Kec. Bojong Gede, Kab. Bogor, Jawa Barat ", SPPG Bogor Bojong Gede Rawapanjang 3 
16554,15050.0, DKI JAKARTA , KOTA ADM. JAKARTA PUSAT , KEMAYORAN , KEMAYORAN ," Jl. Kemayoran Ketapang No.3 RT 007/RW 008, Kel. Kemayoran, Kec. Kemayoran, Jakarta Pusat ", SPPG Jakpus Kemayoran Kemayoran 1 
16556,15051.0, LAMPUNG , LAMPUNG TIMUR , LABUHAN RATU , RAJABASA LAMA ," Desa Plangkawati, RT. 005 RW. 001, Labuhan Ratu VII, Labuhan Ratu, Lampung Timur, Lampung ", SPPG Lampung Timur Labuhan Ratu Rajabasa Lama 4 
16557,15052.0, JAWA TIMUR , KOTA MALANG , KEDUNGKANDANG , KEDUNGKANDANG ," Jl. Ki Ageng Gribig Kelurahan Kedungkadang, Kec. Kedungkandang, Kota Malang, Jawa Timur ", SPPG Kota Malang Kedungkandang Kedungkandang 
16558,15053.0, JAWA TENGAH , JEPARA , KEDUNG , SURODADI ," Jl. Desa Surodadi Rt 11 Rw 04, Surodadi, Kec. Kedung, Kab. Jepara, Jawa Tengah ", SPPG Jepara Kedung Surodadi 
16559,15054.0, JAWA TIMUR , PAMEKASAN , PALENGAAN , AKKOR ," Dusun Senninan, Desa/Kelurahan Akkor, Kec. Palenggaan, Kab. Pamekasan, Provinsi Jawa Timur ", SPPG Pamekasan Palengaan Akkor 1 
16560,15055.0, JAWA BARAT , TASIKMALAYA , TARAJU , TARAJU ," Jl. Pengkolan Baleker Rt 20 Rw 04 Desa Taraju Kecamatan Taraju Kabupaten Tasikmalaya, Jawa Barat ", SPPG Tasikmalaya Taraju Taraju 2 
16561,15056.0, JAWA TENGAH , GROBOGAN , TAWANGHARJO , PLOSOREJO ," Dusun Ploso, RT 004/RW 001, Desa Plosorejo, Kecamatan Tawangharjo, Kabupaten Grobogan, Provinsi Jawa Tengah ", SPPG Grobogan Tawangharjo Plosorejo 
16562,15057.0, SUMATERA SELATAN , KOTA PALEMBANG , ILIR TIMUR SATU , TUJUH-BELAS ILIR ," Lorong Jambu Nomor 1, Jalan Kolonel Atmo  ", SPPG Kota Palembang Ilir Timur Satu Tujuh-belas Ilir 
16563,15058.0, JAWA TIMUR , BONDOWOSO , BONDOWOSO , KADEMANGAN ," Jl. Hos Cokrominoto No 141 Rt 14 Rw 3 Kel. Kademangan, Kec. Bondowoso, Kab. Bondowoso, Jawa Timur ", SPPG Bondowoso Bondowoso Kademangan 3 
16564,15059.0, SUMATERA UTARA , KOTA PADANG SIDEMPUAN , PADANGSIDIMPUAN UTARA , WEK I ," Wek I, Kec. Padangsidempuan Utara, Kota Padangsidempuan, Sumatera Utara ", SPPG Kota Padang Sidempuan Padangsidimpuan Utara Wek I 
16565,15060.0, JAWA TIMUR , LAMONGAN , DEKET , REJOSARI ," Jalan Raya Deket, Kelurahan Rejosari, Kecamatan Deket, Kabupaten Lamongan, Provinsi Jawa Timur ", SPPG Lamongan Deket Rejosari 
16567,15061.0, JAWA BARAT , BANDUNG , KATAPANG , SANGKANHURIP ," Kampung Bojong Tanjung No.22 Rt.01 Rw.17 Desa Sangkanhurip, Kecamatan Katapang, Kabupaten Bandung, Jawa Barat ", SPPG Bandung Katapang Sangkanhurip 2 
16568,15062.0, ACEH , PIDIE , SAKTI , PULO JEUMPA ," Jl. Jabal Ghafur, Gampong Jeumpa, Kecamatan Sakti, Kabupaten Pidie ", SPPG Pidie Sakti Pulo Jeumpa 
16569,15063.0, JAWA TENGAH , KOTA TEGAL , TEGAL TIMUR , KEJAMBON ," Jl. Flamboyan Rt 6 Rw 1 Kel. Kejambon, Kec. Tegal Timur, Kota Tegal, Jawa Tengah ", SPPG Kota Tegal Tegal Timur Kejambon 
16570,15064.0, JAWA TENGAH , KARANGANYAR , JATEN , JATI ," Pundengrejo RT 03/RW 01, kelurahan Jati, kec. Jaten, kab. Karanganyar, Prov. Jawa Tengah ", SPPG Karanganyar Jaten Jati 
16571,15065.0, BANTEN , SERANG , WARINGINKURUNG , WARINGINKURUNG ," Jl. Raya Waringinkurung Km. 4 Kampung Pengasinan Rt. 02/02, Waringinkurung, Kec. Waringinkurung, Kab. Serang, Banten ", SPPG Serang Waringinkurung Waringinkurung 
16572,15066.0, RIAU , KOTA PEKANBARU , PAYUNG SEKAKI , LABUH BARU BARAT ," Jl. Demokrasi Gang Bijaksana No. 13 Rt. 2 Rw. 4 Kel. Labuh Baru Barat Kec. Payung Sekaki Kota Pekanbaru, Riau ", SPPG Kota Pekanbaru Payung Sekaki Labuh Baru Barat 
16573,15067.0, BALI , KARANGASEM , KARANGASEM , PERTIMA ," Jl. Raya Perasi, Pertima, Pertima, Kec. Karangasem, Kab. Karangasem, Bali ", SPPG Karangasem Karangasem Pertima 
16574,15068.0, JAWA TIMUR , BANGKALAN , KLAMPIS , LARANGAN GLINTONG ," Jl. Raya Larangan Glintong, Desa Larangan Glintong, Kec. Klampis, Kab. Bangkalan, Jawa Timur ", SPPG Bangkalan Klampis Larangan Glintong 
16575,15069.0, JAWA BARAT , BOGOR , BOJONG GEDE , CIMANGGIS ," Jl. Raya Bilabong Permai, Cimanggis, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat ", SPPG Bogor Bojong Gede Cimanggis 3 
16576,15070.0, RIAU , KOTA PEKANBARU , RUMBAI BARAT , RANTAUPANJANG ," Pondok Pesantren Baitul Qur`An Riau Kampus 3, Jl. Toman, Kel. Rantau Panjang, Kec. Rumbai Barat, Kota Pekanbaru, Riau ", SPPG Kota Pekanbaru Rumbai Barat Rantaupanjang 
16578,15071.0, SUMATERA SELATAN , EMPAT LAWANG , PENDOPO BARAT , MUARALINTANG LAMA ," Desa Muara Lintang Lama Kec. Pendopo Barat, Kab. Empat Lawang, Sumatera Selatan ", SPPG Empat Lawang Pendopo Barat Muaralintang Lama 
16579,15072.0, DAERAH ISTIMEWA YOGYAKARTA , SLEMAN , MINGGIR , SENDANGAGUNG ," Babadan, Sendangagung, Kecamatan Minggir, Kabupaten Sleman, Daerah Istimewa Yogyakarta ", SPPG Sleman Minggir Sendangagung 2 
16580,15073.0, LAMPUNG , LAMPUNG UTARA , KOTABUMI SELATAN , KELAPA TUJUH ," Jl. Etshiko Siomi, Kelapa Tujuh Kotabumi Selatan, Kelapa Tujuh, Kotabumi Selatan, Kab. Lampung Utara, Lampung ", SPPG Lampung Utara Kotabumi Selatan Kelapa Tujuh 2 
16581,15074.0, JAWA BARAT , KOTA BEKASI , PONDOKGEDE , JATICEMPAKA ," JI. Jatiwaringin Raya No 340 Jaticempaka, Pondok Gede, Bekasi Jawa Barat ", SPPG Kota Bekasi Pondokgede Jaticempaka 
16582,15075.0, ACEH , GAYO LUES , BLANGJERANGO , PEPARIK DEKAT ," Jl. Kutapanjang Blangkejeren, Desa Penosan, Kec. Blangjerango, Kab. Gayo Lues, Aceh ", SPPG Gayo Lues Blangjerango Peparik Dekat 
16583,15076.0, JAWA BARAT , BOGOR , TAMANSARI , PASIREURIH ," Jl. E Sumawijaya no.18,  Rt 002 Rw 04, Pasireurih, Kec. Tamansari, Kab. Bogor, Jawa Barat ", SPPG Bogor Tamansari Pasireurih 
16584,15077.0, JAWA TENGAH , MAGELANG , SALAM , GULON ," DUSUN MANCASAN RT 03 RW 13, DESA GULON, KECAMATAN SALAM, KABUPATEN MAGELANG ", SPPG Magelang Salam Gulon 
16585,15078.0, JAWA BARAT , GARUT , BUNGBULANG , WANGUNJAYA ," Desa Wangunjaya, Kecamatan Bungbulang, Kabupaten Garut, Jawa Barat ", SPPG Garut Bungbulang Wangunjaya 
16586,15079.0, KEPULAUAN RIAU , KOTA BATAM , SEKUPANG , PATAM LESTARI ," Tiban III Blok B.5 Rt 003/ Rw 005, Patam Lestari, Sekupang, Kota Batam, Kepulauan Riau ", SPPG Kota Batam Sekupang Patam Lestari 2 
16587,15080.0, JAWA TENGAH , JEPARA , WELAHAN , WELAHAN ," Jl. Gedhang Susu, Welahan, Kec. Welahan, Kab. Jepara, Jawa Tengah ", SPPG Jepara Welahan Welahan 4 
16589,15081.0, JAWA TENGAH , BREBES , KERSANA , JAGAPURA ," Jl. Makam Asem RT 05 RW 05, Kec. Kersana Kab. Brebes Jawa Tengah ", SPPG Brebes Kersana Jagapura 
16590,15082.0, BANTEN , SERANG , CIOMAS , PONDOK KAHURU ," Kampung Pondokahuru, Desa Pondok Kaharu, Kec. Ciomas, Kab. Serang, Banten ", SPPG Serang Ciomas Pondok Kahuru 3 
16591,15083.0, JAWA BARAT , SUBANG , CIASEM , SUKAHAJI ," Kampung Krajan, Desa Sukahaji, Rt 06 Rw 03, Kecamatan Ciasem, Kabupaten Subang, Jawa Barat ", SPPG Subang Ciasem Sukahaji 
16592,15084.0, SULAWESI TENGGARA , KOTA KENDARI , BARUGA , WUNDUDOPI ," Jl. Ade Irma Nasution, Komplek Perum Btn Bukit Permata Hijau, Wundudopi, Kec. Baruga, Kota Kendari, Sulawesi Tenggara ", SPPG Kota Kendari Baruga Wundudopi 
16593,15085.0, JAWA BARAT , BEKASI , CIKARANG UTARA , TANJUNGSARI ," Tanjungsari, Kecamatan Cikarang Utara, Kabupaten Bekasi, Jawa Barat ", SPPG Bekasi Cikarang Utara Tanjungsari 
16594,15086.0, BENGKULU , SELUMA , SUKARAJA , BABATAN ," Babatan, Kecamatan Sukaraja, Kabupaten Seluma, Bengkulu ", SPPG Seluma Sukaraja Babatan 
16595,15087.0, JAWA TIMUR , LAMONGAN , KEMBANGBAHU , LOPANG ," Sumberpanggang, RT 001/RW 001, Desa Lopang, Kecamatan Kembangbahu, Kabupaten Lamongan, Jawa Timur ", SPPG Lamongan Kembangbahu Lopang 
16596,15088.0, NUSA TENGGARA BARAT , LOMBOK TIMUR , SIKUR , GELORA ," Jln. Paok Motong - Kotaraja, Desa Gelora, Kecamatan Sikur, Kabupaten Lombok Timur, Provinsi Nusa Tenggara Barat. ", SPPG Lombok Timur Sikur Gelora 2 
16597,15089.0, ACEH , ACEH BESAR , MESJID RAYA , RUYUNG ," Dusun Blang Ara Desa Ruyung Kec. Mesjid Raya Kab. Aceh Besar, Aceh ", SPPG Aceh Besar Mesjid Raya Ruyung 
16598,15090.0, JAWA TENGAH , KUDUS , KALIWUNGU , MIJEN ," Jl. Raya Kudus Jepara Rt 1 Rw 3, Mijen, Kec. Kaliwungu, Kab. Kudus, Jawa Tengah ", SPPG Kudus Kaliwungu Mijen 3 
16600,15091.0, DKI JAKARTA , KOTA ADM. JAKARTA UTARA , CILINCING , CILINCING ," Jl. Kesatriaan Raya, Rt.6/Rw.7, Cilincing, Kec. Cilincing, Kota Adm Jakarta Utara, Daerah Khusus Ibukota Jakarta  ", SPPG Jakut Cilincing Cilincing 2 
16601,15092.0, SULAWESI SELATAN , BULUKUMBA , UJUNG BULU , CAILE ," Jl. Anggrek, No.19 Caile ", SPPG Bulukumba Ujung Bulu Caile 3 
16602,15093.0, JAWA TIMUR , BOJONEGORO , PADANGAN , SIDOREJO ," Dusun Merbo Rt15 Rw3 Desa Sidorejo, Kec. Padangan, Kab. Bojonegoro, Jawa Timur ", SPPG Bojonegoro Padangan Sidorejo 
16603,15094.0, DKI JAKARTA , KOTA ADM. JAKARTA TIMUR , CIPAYUNG , BAMBU APUS ," JL. Bambu Apus Raya No 63, Kel. Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Prov DKI Jakarta ", SPPG Jaktim Cipayung Bambu Apus 1 
16604,15095.0, SUMATERA UTARA , KOTA MEDAN , MEDAN DENAI , TEGAL S MANDALA III ," Jl. Tuba IV Tegal Sari Mandala III, Kec. Medan Denai, Kota Medan, Sumatera Utara ", SPPG Kota Medan Medan Denai Tegal S Mandala III 
16605,15096.0, JAWA TIMUR , SITUBONDO , PANJI , MIMBAAN ," Jl. Gunung Arjuno Rt 5 Rw 13 Kel. Mimbaan, Kec. Panji, Kab. Situbondo, Jawa Timur ", SPPG Situbondo Panji Mimbaan 5 
16606,15097.0, JAWA TIMUR , JOMBANG , MOJOAGUNG , GAMBIRAN ," Jl. Raya Mojoagung No.164, Desa Gambiran, Kec. Mojoagung, Kab. Jombang, Jawa Timur ", SPPG Jombang Mojoagung Gambiran 2 
16607,15098.0, JAWA TIMUR , PASURUAN , SUKOREJO , SUWAYUWO ," Jl. Raya Malang Gempol, Desa Suwayuwo, Kec. Sukorejo, Kab. Pasuruan, Jawa Timur ", SPPG Pasuruan Sukorejo Suwayuwo 
16608,15099.0, BANTEN , TANGERANG , MAUK , BANYU ASIH ," Jl. Raya Mauk Kampung Berusaha Rt. 001 Rw. 001, Desa Banyu Asih, Kec. Mauk, Kab. Tangerang, Banten ", SPPG Tangerang Mauk Banyu Asih 
16609,15100.0, JAWA TENGAH , KOTA MAGELANG , MAGELANG SELATAN , JURANGOMBO SELATAN ," Jl. Sultan Agung, Rt 3 Rw 6, Jurangombo Selatan, Kec. Magelang Selatan, Kota Magelang, Jawa Tengah ", SPPG Kota Magelang Magelang Selatan Jurangombo Selatan 2 
16611,15101.0, DKI JAKARTA , KOTA ADM. JAKARTA TIMUR , CIPAYUNG , CILANGKAP ," Jl. Suralaya No.2A, Cilangkap, Kec. Cipayung, Kota Adm. Jakarta Timur, Dki Jakarta ", SPPG Jaktim Cipayung Cilangkap 2 
16612,15102.0, JAWA BARAT , KARAWANG , KUTAWALUYA , KUTAGANDOK ," Dusun Junti Kaum Rt.11 Rw.06 Desa Kutagandok, Kec. Kutawaluya, Kab. Karawang, Jawa Barat ", SPPG Karawang Kutawaluya Kutagandok 
16613,15103.0, SUMATERA SELATAN , KOTA PALEMBANG , KERTAPATI , KEMANGAGUNG ," Jl. Rawasari, Kemang Agung,  Kec. Kertapati, Kota Palembang, Sumatera Selatan ", SPPG Kota Palembang Kertapati Kemangagung 2 
16614,15104.0, JAWA TIMUR , KEDIRI , PARE , GEDANGSEWU ," Gedangsewu Rt. 01/ Rw. 07, Gedangsewu, Kec. Pare, Kab. Kediri, Jawa Timur ", SPPG Kediri Pare Gedangsewu 2 
16615,15105.0, JAWA BARAT , BOGOR , KLAPANUNGGAL , LIGARMUKTI ," Kavling A, Kampung Pangkalan, Rt 001 Rw 001, Desa Ligarmukti, Kecamatan Klapanunggal, Kabupaten Bogor, Jawa Barat ", SPPG Bogor Klapanunggal Ligarmukti 4 
16616,15106.0, SUMATERA BARAT , KOTA PADANG , KOTO TANGAH , BATIPUH PANJANG ," Djambak Batipuh Panjang, Kec. Koto Tangah, Kota Padang, Sumatera Barat ", SPPG Kota Padang Koto Tangah Batipuh Panjang 
16617,15107.0, DKI JAKARTA , KOTA ADM. JAKARTA SELATAN , PASAR MINGGU , PASAR MINGGU ," Jl. Palapa III No.5 Rt 11/ Rw 05, Pasar Minggu, Kec. Pasar Minggu, Kota Adm. Jakarta Selatan, Dki Jakarta ", SPPG Jaksel Pasar Minggu Pasar Minggu 2 
16618,15108.0, JAWA TENGAH , BREBES , SONGGOM , DUKUHMAJA ," Jl. Raya Barat Jatibarang Km.1,5 No.17, Dukuhmaja, Kecamatan Songgom, Kabupaten Brebes, Jawa Tengah ", SPPG Brebes Songgom Dukuhmaja 5 
16619,15109.0, NUSA TENGGARA BARAT , LOMBOK TENGAH , JONGGAT , PUYUNG ," Jl. Raden Puguh Puyung Jonggat Lombok Tengah Ntb, Puyung, Kec. Jonggat, Kab. Lombok Tengah, Nusa Tenggara Barat ", SPPG Lombok Tengah Jonggat Puyung 3 
16620,15110.0, P A P U A , SUPIORI , SUPIORI TIMUR , SORENDIDORI ," Jl. Raya Sorendiweri, Kampung Sorendidori ", SPPG Supiori Supiori Timur Sorendidori 
16622,15111.0, JAWA BARAT , BANDUNG , MARGAASIH , LAGADAR ," Kampung Cipatat Binong No.34 Rt 06 Rw 12, Lagadar, Kec. Margaasih, Kab. Bandung, Jawa Barat ", SPPG Bandung Margaasih Lagadar 3 
16623,15112.0, MALUKU UTARA , HALMAHERA UTARA , GALELA UTARA , TUTUMALOLEO ," Desa Tutumaloleo, Kecamatan Galela Utara, Kabupaten Halmahera Utara, Maluku Utara ", SPPG Halmahera Utara Galela Utara Tutumaloleo 
16624,15113.0, JAWA TENGAH , BANYUMAS , BANYUMAS , KEDUNGUTER ," Desa Kedunguter Rt 03 Rw 03 Kecamatan Banyumas, Kabupaten Banyumas, Jawa Tengah ", SPPG Banyumas Banyumas Kedunguter 3 
16625,15114.0, JAWA TENGAH , KLATEN , JATINOM , SOCOKANGSI ," Jl. Desa Socokangsi, Socokangsi, Kec. Jatinom, Kab. Klaten, Jawa Tengah ", SPPG Klaten Jatinom Socokangsi 
16626,15115.0, JAWA BARAT , MAJALENGKA , SUKAHAJI , CIKEUSIK ," Jl. Raya Pangeran Muhammad Blok Pahing Rt 002 Rw 001, Cikeusik, Kec. Sukahaji, Kab. Majalengka, Jawa Barat ", SPPG Majalengka Sukahaji Cikeusik 2 
16627,15116.0, DAERAH ISTIMEWA YOGYAKARTA , BANTUL , SEWON , PENDOWOHARJO ," Jl. Bantul Km. 8, Cepit Rt 005, Pandowoharjo, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta ", SPPG Bantul Sewon Pendowoharjo 3 
16628,15117.0, JAWA TIMUR , MAGETAN , MAGETAN , MAGETAN ," Ndoyo Dua, Magetan, Kecamatan Magetan, Kabupatan Magetan, Jawa Timur ", SPPG Magetan Magetan Magetan 2 
16629,15118.0, SUMATERA UTARA , KOTA MEDAN , MEDAN SELAYANG , P BULAN SELAYANG I ," Jl. Dr. Mansyur, P Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara ", SPPG Kota Medan Medan Selayang P Bulan Selayang I 
16630,15119.0, JAWA BARAT , SUBANG , SAGALAHERANG , SAGALAHERANG KALER ," Kampung Citalutug, Rt 31, Rw 006, Sagalaherang Kaler, Kecamatan Sagalaherang, Kabupaten Subang, Jawa Barat ", SPPG Subang Sagalaherang Sagalaherang Kaler 3 
16631,15120.0, SULAWESI TENGGARA , BUTON TENGAH , MAWASANGKA , TANAILANDU ," Jl. Poros Mawasangka, Desa Tanailandu, Kecamatan Mawasangka, Kabupaten Buton Tengah, Sulawesi Tenggara ", SPPG Buton Tengah Mawasangka Tanailandu 
16633,15121.0, SUMATERA UTARA , KOTA PEMATANGSIANTAR , SIANTAR TIMUR , SIOPAT SUHU ," Jl. Danau Maninjau No.6, Kelurahan Siopat Suhu, Kecamatan Siantar Timur, Kota Pematang Siantar, Sumatera Utara ", SPPG Kota Pematangsiantar Siantar Timur Siopat Suhu 
16634,15122.0, SUMATERA BARAT , KOTA PADANG , KOTO TANGAH , LUBUK MINTURUN ," Jl. Lubuk Minturun, Kel. Lubuk Minturun, Kec. Koto Tangah, Kota Padang, Sumatera Barat ", SPPG Kota Padang Koto Tangah Lubuk Minturun 
16635,15123.0, JAWA TIMUR , MALANG , KALIPARE , SUMBERPETUNG ," Dusun Banduarjo Rt 55 Rw 12 Desa Sumberpetung, Kec. Kalipare, Kab. Malang, Jawa Timur ", SPPG Malang Kalipare Sumberpetung 
16636,15124.0, JAWA BARAT , GARUT , TAROGONG KIDUL , SUKABAKTI ," Rancamaya Puncak, Sempur, Sukabakti, Kecamatan Tarogong Kidul, Kabupaten Garut, Jawa Barat ", SPPG Garut Tarogong Kidul Sukabakti 
16637,15125.0, KALIMANTAN TIMUR , KUTAI KARTANEGARA , SAMBOJA , SUNGAI SELUANG ," Jl. Balikpapan Handil 2, Kelurahan Sungai Seluang, Kecamatan Samboja, Kabupaten Kutai Kartanegara, Kalimantan Timur ", SPPG Kutai Kartanegara Samboja Sungai Seluang 
16638,15126.0, JAWA BARAT , BANDUNG BARAT , CIKALONGWETAN , CIKALONG , Kp. Bojong Pangkalan RT 02 RW 11 No 46 Pangkalan Cikalong (Balong Mang Amid) Cikalongwetan Kabupaten Bandung Barat Jawab Barat , SPPG Bandung Barat Cikalongwetan Cikalong 4 
16639,15127.0, SULAWESI SELATAN , KOTA MAKASSAR , BIRINGKANAYA , SUDIANG RAYA ," Jl. Daeng Ramang Lorong IX, No. 08 ", SPPG Kota Makassar Biringkanaya Sudiang Raya 1 
16640,15128.0, GORONTALO , GORONTALO , LIMBOTO , KAYUBULAN ," Jl. Jarwadi, Kayubulan, Kec. Limboto, Kab. Gorontalo, Gorontalo ", SPPG Gorontalo Limboto Kayubulan 
16641,15129.0, JAWA TENGAH , PATI , JUWANA , AGUNGMULYO ," Dukuh Kalisabuk, Kelurahan Agungmulyo RT 05 RW 01, Kec. Juwana, Kab. Pati, Jawa Tengah ", SPPG Pati Juwana Agungmulyo 
16642,15130.0, RIAU ,  ROKAN HILIR , SINABOI , SEI BAKAU ," Jl. Lintas Utama Sungai Bakau, Kepenghuluan Sungai Bakau, Kecamatan Sinaboi, Kabupaten Rokan Hilir, Riau ", SPPG  Rokan Hilir Sinaboi Sei Bakau 
16644,15131.0, JAWA TENGAH , PURWOREJO , BUTUH , ANDONG ," Desa Andong, Kecamatan Butuh, Kabupaten Purworejo, Jawa Tengah ", SPPG Purworejo Butuh Andong 
16645,15132.0, BANTEN , PANDEGLANG , PANIMBANG , PANIMBANGJAYA ," Jl. Raya Panimbang Tanjung Lesung, Kampung Solodengen, Desa Panimbang Jaya, Kec. Panimbang, Kab. Pandeglang, Banten ", SPPG Pandeglang Panimbang Panimbangjaya 1 
16646,15133.0, SULAWESI TENGAH , TOJO UNA UNA , AMPANA TETE , URUNDAKA ," Desa Urundaka, Kecamatan Ampana Tete, Kabupaten Tojo Una Una, Sulawesi Tengah ", SPPG Tojo Una Una Ampana Tete Urundaka 
16647,15134.0, JAWA TIMUR , SIDOARJO , TULANGAN , MODONG ," Jl. Raya Modong,  Desa Modong Rt 4 Rw 1, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur ", SPPG Sidoarjo Tulangan Modong 
16648,15135.0, SULAWESI BARAT , MAJENE , TAMMERODO SENDANA , TAMMERODO ," dusun camba-camba, desa Tammerodo utara, Kec. Tammerodo Sendana, Kab. Majene, Sulawesi Barat ", SPPG Majene Tammerodo Sendana Tammerodo 
16649,15136.0, JAWA TENGAH , BLORA , BLORA , ANDONGREJO ," Jl. Raya Andongrejo, Dukuh Ndenguk, Desa Andongrejo, Kecamatan Blora, Kabupaten Blora, Provinsi Jawa Tengah  ", SPPG Blora Blora Andongrejo 
16650,15137.0, JAWA TIMUR , LAMONGAN , GLAGAH , RAYUNGGUMUK ," Desa Rayung Gumuk, Kecamatan Glagah, Kabupaten Lamongan, Jawa Timur ", SPPG Lamongan Glagah Rayunggumuk 
16651,15138.0, JAWA TENGAH , JEPARA , PECANGAAN , RENGGING ," Jl.Raya Jepara Kudus ,Rt 007 Rw. 001 Renging, Kec. Pecangaan, Kab. Jepara, Jawa Tengah ", SPPG Jepara Pecangaan Rengging 
16652,15139.0, SULAWESI SELATAN , BONE , AJANGALE , POMPANUA RIATTANG ," Jl. Poros Trans Bone, Pompanua Riattang, Kec. Ajangale, Kab. Bone, Sulawesi Selatan ", SPPG Bone Ajangale Pompanua Riattang 
16653,15140.0, SUMATERA UTARA , ASAHAN , KOTA KISARAN TIMUR , KISARAN TIMUR ," Jl. Puyuh Lingkungan 1, Kisaran Timur, Kec. Kota Kisaran Timur, Kab. Asahan, Sumatera Utara ", SPPG Asahan Kota Kisaran Timur Kisaran Timur 2 
16655,15141.0, SUMATERA UTARA , KOTA PEMATANGSIANTAR , SIANTAR BARAT , BANTAN ," Jl. Jawa No.57, Bantan, Kec. Siantar Barat, Kota Pematang Siantar, Sumatera Utara 21111 ", SPPG Kota Pematangsiantar Siantar Barat Bantan 
16656,15142.0, JAWA TIMUR , MALANG , KARANGPLOSO , KEPUHARJO ," Jl. Pertamanan RT 010/RW 003, Kepuharjo, Kecamatan Karang Ploso, Kabupaten Malang, Jawa Timur ", SPPG Malang Karangploso Kepuharjo 2 
16657,15143.0, KALIMANTAN BARAT , SAMBAS , TEBAS , BEKUT ," Jl. Raya Bekut, Bekut, Kec. Tebas, Kab. Sambas, Kalimantan Barat ", SPPG Sambas Tebas Bekut 
16658,15144.0, JAWA BARAT , KOTA DEPOK , CILODONG , SUKAMAJU ," Jl. Gang Ibu Nyai Rt 001/Rw 010, Kelurahan Sukamaju, Kecamatan Cilodong, Kota Depok, Jawa Barat ", SPPG Kota Depok Cilodong Sukamaju 6 
16659,15145.0, JAWA BARAT , MAJALENGKA , BANTARUJEG , SILIHWANGI ," Blok Recakan Desa Silihwangi Kecamatan Bantarujeg, Kabupaten Majalengka, Jawa Barat ", SPPG Majalengka Bantarujeg Silihwangi 
16660,15146.0, JAWA TENGAH , GROBOGAN , KLAMBU , TARUMAN ," Taruman, Kec. Klambu, Kab. Grobogan, Jawa Tengah ", SPPG Grobogan Klambu Taruman 
16661,15147.0, JAWA BARAT , INDRAMAYU , SUKAGUMIWANG , TERSANA ," Blok Jati Rt. 05 Rw. 04 Tersana, Kecamatan Sukagumiwang, Kabupaten Indramayu, Jawa Barat ", SPPG Indramayu Sukagumiwang Tersana 2 
16662,15148.0, JAWA TENGAH , TEGAL , LEBAKSIU , LEBAKGOWAH ," Jl. Raya Utara Lebakgowah Rt. 006 Rw. 004 Desa Lebakgowah, Kec. Lebaksiu, Kab. Tegal, Jawa Tengah ", SPPG Tegal Lebaksiu Lebakgowah 1 
16663,15149.0, KALIMANTAN BARAT , KOTA PONTIANAK , PONTIANAK SELATAN , PARITTOKAYA , Jl. Purnama Gang Dinasti No. 17 , SPPG Kota Pontianak Pontianak Selatan Parittokaya 2 
16664,15150.0, KALIMANTAN BARAT , KOTA PONTIANAK , PONTIANAK TENGGARA , BANSIR LAUT ," Jl. M.Sohor, Bansir Laut, Kec. Pontianak Tenggara, Kota Pontianak, Kalimantan Barat ", SPPG Kota Pontianak Pontianak Tenggara Bansir Laut 2 
16666,15151.0, JAWA TENGAH , PEMALANG , PETARUKAN , PETANJUNGAN ," Petanjungan, Kec. Petarukan, Kab. Pemalang, Jawa Tengah ", SPPG Pemalang Petarukan Petanjungan 2 
16667,15152.0, JAWA TIMUR , NGAWI , MANTINGAN , MANTINGAN ," Jl. Raya Ngawi Solo No. 16 Pasar Mantingan, Mantingan, Kec. Mantingan, Kab. Ngawi, Jawa Timur ", SPPG Ngawi Mantingan Mantingan 
16668,15153.0, JAWA BARAT , KUNINGAN , CIAWIGEBANG , KADURAMA ," Jl. Desa Kadurama Rt 001 Rw 001 Desa Kaduarama, Kecamatan Ciawigebang, Kabupaten Kuningan, Jawa Barat ", SPPG Kuningan Ciawigebang Kadurama 
16669,15154.0, JAWA TENGAH , KLATEN , CEPER , MLESE ," Jl. Jogja Solo, Kelurahan Mlese, Kecamatan Ceper, Kabupaten Klaten, Jawa Tengah ", SPPG Klaten Ceper Mlese 2 
